1.35351E+12,paycode,itemNo,stimNo,verb,sentence,trialVersion,prepSentence,exposePicture,actionPicture,word1,word2,mistakeFlag,responseTime
1.35352E+12,c27875b05ai141,1,2,EAT,Alexa eats the orange.,4_3,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_4_3.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,Alexa,eats,none,12.898
1.35351E+12,h3d2cb9e88b4,2,2,EAT,Alexa eats the orange.,1_6,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_1_6.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,eats,orange,none,8.839
1.35351E+12,f3cdba4da3h17,2,2,EAT,Alexa eats the orange.,1_6,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_1_6.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,eats,orange,none,5.552
1.35351E+12,h3f6abaa1i19,2,2,EAT,Alexa eats the orange.,3_4,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_3_4.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,eats,orange,none,12.417
1.35351E+12,h1ec5b4368a27,2,2,EAT,Alexa eats the orange.,6_1,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_6_1.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,staring,orange,none,14.551
1.35351E+12,f20ebd4d07c26,2,2,EAT,Alexa eats the orange.,5_2,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_5_2.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,alexa,orange,none,6.061
1.35351E+12,d1bcc14e98e30,2,2,EAT,Alexa eats the orange.,1_6,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_1_6.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,woman,fruit,none,10.875
1.35351E+12,h1b622cfe3c37,2,2,EAT,Alexa eats the orange.,3_4,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_3_4.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,eat,orange,none,9.182
1.35351E+12,d320280bf3e86,2,2,EAT,Alexa eats the orange.,3_4,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_3_4.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,Alexa,Orange,none,7.428
1.35351E+12,c2df077c10g91,2,2,EAT,Alexa eats the orange.,2_5,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_2_5.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,alexa,orange,none,9.36
1.35351E+12,d1f1086451e87,2,2,EAT,Alexa eats the orange.,4_3,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_4_3.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,eats,orange,none,8.468
1.35352E+12,d3cd9c1ebb112,2,2,EAT,Alexa eats the orange.,6_1,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_6_1.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,Alexa,Orange,none,8.199
1.35352E+12,c99078384i114,2,2,EAT,Alexa eats the orange.,2_5,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_2_5.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,eats,orange,none,8.502
1.35352E+12,d1d235fc8a128,2,2,EAT,Alexa eats the orange.,1_6,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_1_6.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,eats,orange,none,6.275
1.35352E+12,a23fcf13ef142,2,2,EAT,Alexa eats the orange.,3_4,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_3_4.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,Alexis,eats,none,11.38
1.35351E+12,d24bf2a3d0d10,3,2,EAT,Alexa eats the orange.,1_6,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_1_6.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,eating,orange,none,11.938
1.35351E+12,a3a1b02ba4h52,3,2,EAT,Alexa eats the orange.,6_1,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_6_1.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,alexa,eats,none,43.181
1.35351E+12,h17967ac64e96,3,2,EAT,Alexa eats the orange.,5_2,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_5_2.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,seeing,fruit,none,17.507
1.35352E+12,f15393a8c6b110,3,2,EAT,Alexa eats the orange.,1_6,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_1_6.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,EATS,orange,none,8.455
1.35352E+12,h1589ff72bd125,3,2,EAT,Alexa eats the orange.,2_5,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_2_5.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,Alexa,eats,none,5.875
1.35352E+12,b34f7b2fa3i144,3,2,EAT,Alexa eats the orange.,6_1,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_6_1.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,Alexa,eats,none,18.112
1.35351E+12,j35743ca18a25,4,2,EAT,Alexa eats the orange.,6_1,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_6_1.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,Alexa,orange,none,5.768
1.35351E+12,i300dd5e1eb83,4,2,EAT,Alexa eats the orange.,5_2,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_5_2.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,eats,orange,none,11.813
1.35351E+12,i189f41130f93,4,2,EAT,Alexa eats the orange.,1_6,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_1_6.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,eats,orange,none,23.536
1.35352E+12,d3e3162d8ac123,4,2,EAT,Alexa eats the orange.,4_3,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_4_3.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,Orange,eaten,none,6.919
1.35352E+12,cc59249dfh124,4,2,EAT,Alexa eats the orange.,1_6,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_1_6.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,eats,orange,none,16.767
1.35352E+12,g35b7a02b6c127,4,2,EAT,Alexa eats the orange.,4_3,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_4_3.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,alexa,orange,none,55.542
1.35353E+12,d3acd9175eg149,4,2,EAT,Alexa eats the orange.,5_2,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_5_2.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,alexa,orange,none,12.485
1.35351E+12,d27f05317bb22,5,2,EAT,Alexa eats the orange.,4_3,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_4_3.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,Eats,orange,none,5.452
1.35351E+12,c3cb2614b5a23,5,2,EAT,Alexa eats the orange.,1_6,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_1_6.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,fruit,presented,none,7.242
1.35351E+12,a3a35572b4f51,5,2,EAT,Alexa eats the orange.,1_6,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_1_6.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,eats,orange,none,5.343
1.35351E+12,f25defc94df43,5,2,EAT,Alexa eats the orange.,4_3,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_4_3.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,fruit,choices,none,8.395
1.35351E+12,hab993c7db49,5,2,EAT,Alexa eats the orange.,6_1,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_6_1.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,eats,orange,none,8.805
1.35351E+12,j29a103792h57,5,2,EAT,Alexa eats the orange.,1_6,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_1_6.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,Eats,Orange,none,7.997
1.35352E+12,j2169f7b20e111,5,2,EAT,Alexa eats the orange.,6_1,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_6_1.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,eats,orange,none,7.33
1.35352E+12,g26125a159f130,5,2,EAT,Alexa eats the orange.,4_3,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_4_3.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,George,eats,none,11.717
1.35352E+12,c2803750d3b140,5,2,EAT,Alexa eats the orange.,5_2,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_5_2.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,alexa,orange,none,16.41
1.35351E+12,h323e457b9j1,6,2,EAT,Alexa eats the orange.,6_1,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_6_1.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,Alexa,orange,none,10.652
1.35351E+12,j6cb16fb1e32,6,2,EAT,Alexa eats the orange.,4_3,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_4_3.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,eat,orange,none,7.411
1.35351E+12,g187df9288i45,6,2,EAT,Alexa eats the orange.,6_1,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_6_1.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,alex,orange,none,6.314
1.35351E+12,g21000ae7bi75,6,2,EAT,Alexa eats the orange.,6_1,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_6_1.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,people,orange,none,7.293
1.35351E+12,d10803bd2f82,6,2,EAT,Alexa eats the orange.,3_4,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_3_4.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,eats,orange,none,6.784
1.35352E+12,a376dccc4cj143,6,2,EAT,Alexa eats the orange.,6_1,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_6_1.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,eats,orange,none,5.974
1.35351E+12,a34f17063ej16,7,2,EAT,Alexa eats the orange.,5_2,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_5_2.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,Alexa,eats,none,4.545
1.35351E+12,d3ca2a9c8db36,7,2,EAT,Alexa eats the orange.,3_4,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_3_4.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,alexa,orange,none,9.077
1.35351E+12,g303eb302f42,7,2,EAT,Alexa eats the orange.,3_4,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_3_4.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,alexa,orange,none,6.461
1.35351E+12,i2c3095d87i41,7,2,EAT,Alexa eats the orange.,2_5,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_2_5.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,Alex,orange,none,6.289
1.35351E+12,j58cb1481c58,7,2,EAT,Alexa eats the orange.,3_4,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_3_4.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,Alexa,orange,none,4.888
1.35351E+12,da75c7acfj63,7,2,EAT,Alexa eats the orange.,4_3,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_4_3.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,eats,orange,none,5.099
1.35351E+12,h37a92ce7cj64,7,2,EAT,Alexa eats the orange.,1_6,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_1_6.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,eats,orange,none,6.914
1.35352E+12,i285a0f81ai120,7,2,EAT,Alexa eats the orange.,5_2,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_5_2.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,ready,lunch,none,8.859
1.35352E+12,e3844821bca131,7,2,EAT,Alexa eats the orange.,2_5,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_2_5.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,Alexa,orange,none,8.176
1.35352E+12,d178c68f02a147,7,2,EAT,Alexa eats the orange.,4_3,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_4_3.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,Alexa,orangeNOM,none,13.548
1.35351E+12,h24777018dg20,8,2,EAT,Alexa eats the orange.,5_2,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_5_2.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,alexa,orange,none,6.01
1.35351E+12,h39892a2fdc39,8,2,EAT,Alexa eats the orange.,6_1,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_6_1.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,ate,orange,none,8.326
1.35351E+12,a380ac904ba48,8,2,EAT,Alexa eats the orange.,5_2,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_5_2.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,Alexa,Orange,none,7.635
1.35352E+12,i1cebdd247h101,8,2,EAT,Alexa eats the orange.,6_1,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_6_1.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,eat,orange,none,5.352
1.35352E+12,g3bc9345b9g113,8,2,EAT,Alexa eats the orange.,1_6,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_1_6.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,eats,orange,none,10.965
1.35352E+12,b158b3ad37c133,8,2,EAT,Alexa eats the orange.,3_4,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_3_4.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,grab,orange,none,11.352
1.35352E+12,g3b8dcf173h138,8,2,EAT,Alexa eats the orange.,2_5,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_2_5.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,Alexa,orange,none,16.203
1.35351E+12,hcb7212b6d3,9,2,EAT,Alexa eats the orange.,3_4,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_3_4.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,eat,orange,none,9.135
1.35351E+12,f21e3abc0cg8,9,2,EAT,Alexa eats the orange.,5_2,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_5_2.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,aeat,orange,none,9.668
1.35351E+12,d25f6197e7d7,9,2,EAT,Alexa eats the orange.,4_3,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_4_3.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,get,fruit,none,16.077
1.35351E+12,i1a1efefb6g44,9,2,EAT,Alexa eats the orange.,6_1,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_6_1.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,Alexa,eats,none,7.92
1.35351E+12,b2aa3461a3b53,9,2,EAT,Alexa eats the orange.,4_3,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_4_3.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,Alexa,orange,none,6.885
1.35351E+12,f46087587g60,9,2,EAT,Alexa eats the orange.,2_5,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_2_5.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,Alexa,Orange,none,9.063
1.35351E+12,g23dd0089g68,9,2,EAT,Alexa eats the orange.,5_2,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_5_2.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,Alexa,orange,none,7.545
1.35351E+12,a873b031di80,9,2,EAT,Alexa eats the orange.,1_6,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_1_6.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,alexa,eats,none,8.19
1.35352E+12,i1ca9d7188f107,9,2,EAT,Alexa eats the orange.,6_1,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_6_1.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,Alexa,eats,none,7.925
1.35351E+12,i13a5e2f60f50,10,2,EAT,Alexa eats the orange.,1_6,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_1_6.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,Alexa,throws,none,10.929
1.35351E+12,b112f50a07f62,10,2,EAT,Alexa eats the orange.,1_6,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_1_6.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,me,hungry,none,9.82
1.35351E+12,iadff15f5b67,10,2,EAT,Alexa eats the orange.,4_3,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_4_3.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,Alexa,eats,none,4.24
1.35351E+12,d276a5c814b66,10,2,EAT,Alexa eats the orange.,6_1,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_6_1.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,alexa,orange,none,8.385
1.35351E+12,j3708afc66d65,10,2,EAT,Alexa eats the orange.,5_2,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_5_2.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,Sue,eats,none,34.212
1.35351E+12,d1de0ca994j73,10,2,EAT,Alexa eats the orange.,5_2,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_5_2.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,alexa,eats,none,6.623
1.35351E+12,e16b76e266j85,10,2,EAT,Alexa eats the orange.,5_2,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_5_2.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,alexa,orange,none,5.782
1.35352E+12,hb6b438f0f95,10,2,EAT,Alexa eats the orange.,3_4,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_3_4.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,alexa,orange,none,7.015
1.35352E+12,f20136b2e4g97,10,2,EAT,Alexa eats the orange.,3_4,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_3_4.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,Alexa,orange,none,11.96
1.35352E+12,j22e02e1c5a105,10,2,EAT,Alexa eats the orange.,4_3,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_4_3.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,alexa,eats,none,5.902
1.35352E+12,j3909c747eb106,10,2,EAT,Alexa eats the orange.,2_5,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_2_5.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,eats,orange,none,12.969
1.35352E+12,a25ef7e946a117,10,2,EAT,Alexa eats the orange.,4_3,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_4_3.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,alexa,eats,none,7.238
1.35352E+12,e5232e449a108,10,2,EAT,Alexa eats the orange.,3_4,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_3_4.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,Alexa,eats,none,11.304
1.35351E+12,g1af8b6c1j18,11,2,EAT,Alexa eats the orange.,1_6,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_1_6.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,eats,orange,none,4.294
1.35351E+12,c1de0a4d6ea77,11,2,EAT,Alexa eats the orange.,6_1,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_6_1.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,Alexa,eats,none,5.95
1.35351E+12,f35df49326d72,11,2,EAT,Alexa eats the orange.,5_2,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_5_2.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,eats,orange,none,7.182
1.35351E+12,j34928546c90,11,2,EAT,Alexa eats the orange.,6_1,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_6_1.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,Alexa,eats,none,8.705
1.35352E+12,b34146c379f102,11,2,EAT,Alexa eats the orange.,3_4,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_3_4.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,Alexa,eats,none,11.567
1.35352E+12,d3df547c1e126,11,2,EAT,Alexa eats the orange.,6_1,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/EAT_6_1.jpg,http://REDACTED.edu/REDACTED/MDPictures/EAT.jpg,alexa,orange,none,7.069
1.35351E+12,c10344ccai47,0,3,FEED,John feeds the dog.,5_2,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/FEED_5_2.jpg,http://REDACTED.edu/REDACTED/MDPictures/FEED.jpg,good,sat,bad input,74.882
1.35352E+12,cc59249dfh124,0,3,FEED,John feeds the dog.,6_1,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/FEED_6_1.jpg,http://REDACTED.edu/REDACTED/MDPictures/FEED.jpg,feed,dog,bad input,95.442
1.35351E+12,j58cb1481c58,5,3,FEED,John feeds the dog.,3_4,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/FEED_3_4.jpg,http://REDACTED.edu/REDACTED/MDPictures/FEED.jpg,feeds,dog,bad input,7.44
1.35351E+12,g21000ae7bi75,11,3,FEED,John feeds the dog.,5_2,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/FEED_5_2.jpg,http://REDACTED.edu/REDACTED/MDPictures/FEED.jpg,group,animals,bad input,9.906
1.35351E+12,h3f6abaa1i19,0,3,FEED,John feeds the dog.,5_2,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/FEED_5_2.jpg,http://REDACTED.edu/REDACTED/MDPictures/FEED.jpg,feeds,dog,none,19.372
1.35351E+12,h1b622cfe3c37,0,3,FEED,John feeds the dog.,5_2,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/FEED_5_2.jpg,http://REDACTED.edu/REDACTED/MDPictures/FEED.jpg,feed,dog,none,10.706
1.35351E+12,i189f41130f93,0,3,FEED,John feeds the dog.,5_2,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/FEED_5_2.jpg,http://REDACTED.edu/REDACTED/MDPictures/FEED.jpg,feed,dog,none,41.278
1.35352E+12,a376dccc4cj143,0,3,FEED,John feeds the dog.,5_2,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/FEED_5_2.jpg,http://REDACTED.edu/REDACTED/MDPictures/FEED.jpg,feeds,dog,none,9.322
1.35351E+12,h3d2cb9e88b4,1,3,FEED,John feeds the dog.,4_3,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/FEED_4_3.jpg,http://REDACTED.edu/REDACTED/MDPictures/FEED.jpg,feeds,dog,none,18.33
1.35351E+12,f21e3abc0cg8,1,3,FEED,John feeds the dog.,4_3,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/FEED_4_3.jpg,http://REDACTED.edu/REDACTED/MDPictures/FEED.jpg,jfeed,dog,none,9.356
1.35351E+12,i2c9bbbd60b14,1,3,FEED,John feeds the dog.,2_5,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/FEED_2_5.jpg,http://REDACTED.edu/REDACTED/MDPictures/FEED.jpg,Feed,dog,none,5.357
1.35351E+12,f20ebd4d07c26,1,3,FEED,John feeds the dog.,6_1,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/FEED_6_1.jpg,http://REDACTED.edu/REDACTED/MDPictures/FEED.jpg,dog,eats,none,6.296
1.35351E+12,j6cb16fb1e32,1,3,FEED,John feeds the dog.,6_1,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/FEED_6_1.jpg,http://REDACTED.edu/REDACTED/MDPictures/FEED.jpg,feed,dog,none,8.565
1.35351E+12,i2c3095d87i41,1,3,FEED,John feeds the dog.,6_1,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/FEED_6_1.jpg,http://REDACTED.edu/REDACTED/MDPictures/FEED.jpg,John,feeds,none,7.559
1.35351E+12,j29a103792h57,1,3,FEED,John feeds the dog.,4_3,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/FEED_4_3.jpg,http://REDACTED.edu/REDACTED/MDPictures/FEED.jpg,Feeds,Dog,none,19.187
1.35351E+12,a3a1b02ba4h52,1,3,FEED,John feeds the dog.,2_5,Get ready for the next presentation scene!,http://REDACTED.edu/REDACTED/MDPictures/FEED_2_5.jpg,http://REDACTED.edu/REDACTED/MDPictures/FEED.jpg,feeds,dog,none,58.546
